id,star,name,name_link,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,img_link
384,4,海滨情书（恐怖）,海滨情书（恐怖）,9,100,100,100,100,清姬(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%【负面效果】,,https://fgo.wiki\images/6/67/礼装384.jpg,https://fgo.wiki\images/f/fd/%E6%B5%B7%E6%BB%A8%E6%83%85%E4%B9%A6%EF%BC%88%E6%81%90%E6%80%96%EF%BC%89.png
385,4,失去的右臂,失去的右臂,9,100,100,100,100,贝德维尔(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/9/93/礼装385.jpg,https://fgo.wiki\images/5/59/%E5%A4%B1%E5%8E%BB%E7%9A%84%E5%8F%B3%E8%87%82.png
386,4,存在的证明,存在的证明,9,100,100,100,100,静谧哈桑(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%,,https://fgo.wiki\images/b/bc/礼装386.jpg,https://fgo.wiki\images/3/37/%E5%AD%98%E5%9C%A8%E7%9A%84%E8%AF%81%E6%98%8E.png
387,5,安静平稳之刻,安静平稳之刻,12,0,0,500,2000,自身的Quick指令卡性能提升10%＆Arts指令卡性能提升10%＆NP获得量提升10%,自身的Quick指令卡性能提升15%＆Arts指令卡性能提升15%＆NP获得量提升15%[最大解放],https://fgo.wiki\images/5/58/礼装387.jpg,https://fgo.wiki\images/7/7a/%E5%AE%89%E9%9D%99%E5%B9%B3%E7%A8%B3%E4%B9%8B%E5%88%BB.png
388,4,圣夜的阅读,圣夜的阅读,9,320,1200,200,750,自身的NP获得量提升15%＆宝具威力提升15%,自身的NP获得量提升20%＆宝具威力提升20%[最大解放],https://fgo.wiki\images/1/1a/礼装388.jpg,https://fgo.wiki\images/5/58/%E5%9C%A3%E5%A4%9C%E7%9A%84%E9%98%85%E8%AF%BB.png
389,3,圣者的招待,圣者的招待,5,300,1500,0,0,自身的防御力提升3%＆付与受伤害减免100的状态,自身的防御力提升5%＆付与受伤害减免200的状态[最大解放],https://fgo.wiki\images/7/70/礼装389.jpg,https://fgo.wiki\images/e/e2/%E5%9C%A3%E8%80%85%E7%9A%84%E6%8B%9B%E5%BE%85.png
390,5,圣夜晚餐,圣夜晚餐,12,0,0,500,2000,以NP已达30%的状态开始战斗＆暴击威力提升10%＆宝具威力提升10%,以NP已达50%的状态开始战斗＆暴击威力提升15%＆宝具威力提升15%[最大解放],https://fgo.wiki\images/4/42/礼装390.jpg,https://fgo.wiki\images/6/6b/%E5%9C%A3%E5%A4%9C%E6%99%9A%E9%A4%90.png
391,4,冠军之杯,冠军之杯,9,100,100,100,100,阿尔托莉雅·潘德拉贡(Archer)装备，且自身在场时，<br>己方全体的攻击力提升15%,,https://fgo.wiki\images/2/2a/礼装391.jpg,https://fgo.wiki\images/b/bf/%E5%86%A0%E5%86%9B%E4%B9%8B%E6%9D%AF.png
392,4,梦幻召唤（Install）,梦幻召唤（Install）,9,100,100,100,100,伊莉雅斯菲尔(Caster)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆Buster指令卡性能提升8%,,https://fgo.wiki\images/c/c8/礼装392.jpg,https://fgo.wiki\images/a/a1/%E6%A2%A6%E5%B9%BB%E5%8F%AC%E5%94%A4%EF%BC%88Install%EF%BC%89.png
393,4,命运之蛇,命运之蛇,9,100,100,100,100,克娄巴特拉(Assassin)装备，且自身在场时，<br>己方全体的宝具威力提升25%＆防御力降低10%【负面效果】,,https://fgo.wiki\images/6/60/礼装393.jpg,https://fgo.wiki\images/4/42/%E5%91%BD%E8%BF%90%E4%B9%8B%E8%9B%87.png
394,4,神圣拳套,神圣拳套,9,100,100,100,100,玛尔达(Ruler)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,https://fgo.wiki\images/d/d3/礼装394.jpg,https://fgo.wiki\images/0/09/%E7%A5%9E%E5%9C%A3%E6%8B%B3%E5%A5%97.png
395,4,最低限度的爱好,最低限度的爱好,9,100,100,100,100,斯卡哈(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升15%,,https://fgo.wiki\images/b/bc/礼装395.jpg,https://fgo.wiki\images/8/8d/%E6%9C%80%E4%BD%8E%E9%99%90%E5%BA%A6%E7%9A%84%E7%88%B1%E5%A5%BD.png
396,4,痛觉共有,痛觉共有,9,100,100,100,100,克洛伊·冯·爱因兹贝伦(Archer)装备，且自身在场时，<br>己方全体的暴击威力提升30%＆付与每回合HP减少200的状态【负面效果】,,https://fgo.wiki\images/6/6f/礼装396.jpg,https://fgo.wiki\images/6/69/%E7%97%9B%E8%A7%89%E5%85%B1%E6%9C%89.png
397,4,地底的信仰,地底的信仰,9,100,100,100,100,弗拉德三世(EXTRA)(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/f/f8/礼装397.jpg,https://fgo.wiki\images/3/33/%E5%9C%B0%E5%BA%95%E7%9A%84%E4%BF%A1%E4%BB%B0.png
398,4,万圣邀请函,万圣邀请函,9,100,100,100,100,伊丽莎白·巴托里(勇者)(Saber)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆防御力降低10%【负面效果】,,https://fgo.wiki\images/f/fa/礼装398.jpg,https://fgo.wiki\images/b/b2/%E4%B8%87%E5%9C%A3%E9%82%80%E8%AF%B7%E5%87%BD-v2.png
399,4,First Order,First Order,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/a/ad/礼装399.jpg,https://fgo.wiki\images/d/d1/First_Order.png
400,5,魔性菩萨,魔性菩萨,12,400,1600,250,1000,自身NP已达50%的状态开始战斗＆宝具使用时充能阶段上升2级(1次),自身NP已达60%的状态开始战斗＆宝具使用时充能阶段上升2级(1次)[最大解放],https://fgo.wiki\images/a/a1/礼装400.jpg,https://fgo.wiki\images/c/cc/%E5%A4%A9%E5%A0%82%E4%B9%8B%E5%AD%94.png
401,4,私室警备员,私室警备员,9,600,2250,0,0,自身的暴击星集中度提升300%＆付与伤害减免300的状态,自身的暴击星集中度提升400%＆付与伤害减免400的状态[最大解放],https://fgo.wiki\images/e/e8/礼装401.jpg,https://fgo.wiki\images/8/8c/%E7%A7%81%E5%AE%A4%E8%AD%A6%E5%A4%87%E5%91%98.png
402,3,奇迹求道者,奇迹求道者,5,0,0,200,1000,当拥有〔神性〕特性的从者装备时，宝具威力提升15%,当拥有〔神性〕特性的从者装备时，宝具威力提升25%[最大解放],https://fgo.wiki\images/a/a7/礼装402.jpg,https://fgo.wiki\images/4/4a/%E5%A5%87%E8%BF%B9%E6%B1%82%E9%81%93%E8%80%85.png
403,4,七头战锤希塔,七头战锤希塔,9,100,100,100,100,伊什塔尔(Archer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升20%＆弱化耐性降低20%【负面效果】,,https://fgo.wiki\images/0/08/礼装403.jpg,https://fgo.wiki\images/1/17/%E4%B8%83%E5%A4%B4%E6%88%98%E9%94%A4%E5%B8%8C%E5%A1%94.png
404,4,胡姆巴巴之花,胡姆巴巴之花,9,100,100,100,100,恩奇都(Lancer)装备，且自身在场时，<br>己方全体每回合回复500HP,,https://fgo.wiki\images/e/e4/礼装404.jpg,https://fgo.wiki\images/1/18/%E8%83%A1%E5%A7%86%E5%B7%B4%E5%B7%B4%E4%B9%8B%E8%8A%B1.png
405,4,太阳之石,太阳之石,9,100,100,100,100,魁札尔·科亚特尔(Rider)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/1/1e/礼装405.jpg,https://fgo.wiki\images/a/ab/%E5%A4%AA%E9%98%B3%E4%B9%8B%E7%9F%B3.png
406,4,通往大海之门,通往大海之门,9,100,100,100,100,贞德·Alter·Santa·Lily(Lancer)装备，且自身在场时，<br>己方全体的HP回复量提升30%,,https://fgo.wiki\images/5/5c/礼装406.jpg,https://fgo.wiki\images/8/86/%E9%80%9A%E5%BE%80%E5%A4%A7%E6%B5%B7%E4%B9%8B%E9%97%A8.png
407,4,天命之泥板,天命之泥板,9,100,100,100,100,吉尔伽美什(Caster)装备，且自身在场时，<br>己方全体的宝具威力提升20%,,https://fgo.wiki\images/0/05/礼装407.jpg,https://fgo.wiki\images/d/da/%E5%A4%A9%E5%91%BD%E4%B9%8B%E6%B3%A5%E6%9D%BF.png
408,4,克律萨俄耳,克律萨俄耳,9,100,100,100,100,戈耳工(Avenger)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/e/e8/礼装408.jpg,https://fgo.wiki\images/1/19/%E5%85%8B%E5%BE%8B%E8%90%A8%E4%BF%84%E8%80%B3.png
409,4,无以到达的明日,无以到达的明日,9,100,100,100,100,美杜莎(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/8/82/礼装409.jpg,https://fgo.wiki\images/2/27/%E6%97%A0%E4%BB%A5%E5%88%B0%E8%BE%BE%E7%9A%84%E6%98%8E%E6%97%A5.png
410,4,原初之火,原初之火,9,100,100,100,100,豹人(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升15%,,https://fgo.wiki\images/b/bb/礼装410.jpg,https://fgo.wiki\images/0/04/%E5%8E%9F%E5%88%9D%E4%B9%8B%E7%81%AB.png
411,4,尽头之塔,尽头之塔,9,100,100,100,100,梅林(Caster)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/6/60/礼装411.jpg,https://fgo.wiki\images/e/ee/%E5%B0%BD%E5%A4%B4%E4%B9%8B%E5%A1%94.png
412,5,朝日初升,朝日初升,12,0,0,500,2000,自身的Buster指令卡性能提升15%＆NP已达40%的状态开始战斗,自身的Buster指令卡性能提升20%＆NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/c/c3/礼装412.jpg,https://fgo.wiki\images/c/cc/%E6%9C%9D%E6%97%A5%E5%88%9D%E5%8D%87.png
413,4,射初一矢,射初一矢,9,320,1200,200,750,付与自身必中状态＆自身的Arts指令卡性能提升8%,付与自身必中状态＆自身的Arts指令卡性能提升10%[最大解放],https://fgo.wiki\images/4/4b/礼装413.jpg,https://fgo.wiki\images/2/2e/%E5%B0%84%E5%88%9D%E4%B8%80%E7%9F%A2.png
414,3,飞越疯人巢,飞越疯人巢,5,0,0,200,1000,关卡通关时获得的QP增加2018,关卡通关时获得的QP增加2018＆付与自身伤害附加18的状态[最大解放],https://fgo.wiki\images/b/b4/礼装414.jpg,https://fgo.wiki\images/e/e5/%E9%A3%9E%E8%B6%8A%E7%96%AF%E4%BA%BA%E5%B7%A2.png
415,4,为2018喝彩,为2018喝彩,9,2017,2017,0,0,付与自身每回合回复HP100的状态,,https://fgo.wiki\images/b/b5/礼装415.jpg,https://fgo.wiki\images/5/57/%E4%B8%BA2018%E5%96%9D%E5%BD%A9.png
416,4,空之佛,空之佛,9,100,100,100,100,宫本武藏(Saber)装备时，<br>自身宝具威力提升30%＆付与弱化无效状态(3次),,https://fgo.wiki\images/b/b1/礼装416.jpg,https://fgo.wiki\images/e/eb/%E7%A9%BA%E4%B9%8B%E4%BD%9B.png
417,4,幽谷之渊,幽谷之渊,9,100,100,100,100,“山中老人”(Assassin)装备时，<br>自身弱化耐性提升100%,,https://fgo.wiki\images/2/27/礼装417.jpg,https://fgo.wiki\images/1/10/%E5%B9%BD%E8%B0%B7%E4%B9%8B%E6%B8%8A.png
418,3,固有结界,固有结界,5,160,800,100,500,〔Archer〕职阶装备时，宝具威力提升15%,〔Archer〕职阶装备时，宝具威力提升25%[最大解放],https://fgo.wiki\images/4/47/礼装418.jpg,https://fgo.wiki\images/f/f8/%E5%9B%BA%E6%9C%89%E7%BB%93%E7%95%8C.png
419,3,返老还童的灵药,返老还童的灵药,5,300,1500,0,0,自身攻击弱化耐性提升25%,自身攻击弱化耐性提升30%[最大解放],https://fgo.wiki\images/c/c2/礼装419.jpg,https://fgo.wiki\images/e/eb/%E8%BF%94%E8%80%81%E8%BF%98%E7%AB%A5%E7%9A%84%E7%81%B5%E8%8D%AF.png
420,3,谜之面具群,谜之面具群,5,160,800,100,500,自身暴击星集中度提升100%＆暴击星掉落率提升5%,自身暴击星集中度提升200%＆暴击星掉落率提升10%[最大解放],https://fgo.wiki\images/3/37/礼装420.jpg,https://fgo.wiki\images/e/ed/%E8%B0%9C%E4%B9%8B%E9%9D%A2%E5%85%B7%E7%BE%A4.png
421,5,可爱柑橘巧克力,可爱柑橘巧克力,12,0,0,500,2000,自身NP获得量提升25%＆宝具威力提升15%,自身NP获得量提升30%＆宝具威力提升20%[最大解放],https://fgo.wiki\images/7/71/礼装421.jpg,https://fgo.wiki\images/7/70/%E5%8F%AF%E7%88%B1%E6%9F%91%E6%A9%98%E5%B7%A7%E5%85%8B%E5%8A%9B.png
422,5,巧克力手艺人,巧克力手艺人,12,400,1600,250,1000,自身的Arts指令卡性能提升15%＆付与每回合获得3个暴击星的状态,自身的Arts指令卡性能提升20%＆付与每回合获得4个暴击星的状态[最大解放],https://fgo.wiki\images/f/f1/礼装422.jpg,https://fgo.wiki\images/9/98/%E5%B7%A7%E5%85%8B%E5%8A%9B%E6%89%8B%E8%89%BA%E4%BA%BA.png
423,4,巧克力天使,巧克力天使,9,0,0,400,1500,自身的Buster指令卡性能提升8%＆NP获得量提升15%,自身的Buster指令卡性能提升10%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/4/4e/礼装423.jpg,https://fgo.wiki\images/5/52/%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%A4%A9%E4%BD%BF.png
424,4,苦味之黑,苦味之黑,9,320,1200,200,750,自身的HP回复量提升15%＆NP获得量提升15%,自身的HP回复量提升20%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/7/7f/礼装424.jpg,https://fgo.wiki\images/f/f3/%E8%8B%A6%E5%91%B3%E4%B9%8B%E9%BB%91.png
425,3,美妙时光,美妙时光,5,0,0,200,1000,自身的HP回复量提升5%＆暴击星掉落率提升5%,自身的HP回复量提升10%＆暴击星掉落率提升10%[最大解放],https://fgo.wiki\images/7/70/礼装425.jpg,https://fgo.wiki\images/2/2a/%E7%BE%8E%E5%A6%99%E6%97%B6%E5%85%89.png
426,3,胜利者的从容,胜利者的从容,5,300,1500,0,0,付与自身伤害减免100的状态＆暴击星掉落率提升5%,付与自身伤害减免200的状态＆暴击星掉落率提升10%[最大解放],https://fgo.wiki\images/e/e2/礼装426.jpg,https://fgo.wiki\images/6/63/%E8%83%9C%E5%88%A9%E8%80%85%E7%9A%84%E4%BB%8E%E5%AE%B9.png
427,5,甜蜜水晶,甜蜜水晶,12,0,0,500,2000,付与自身无敌贯通状态＆NP已达30%的状态开始战斗,付与自身无敌贯通状态＆NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/9/9a/礼装427.jpg,https://fgo.wiki\images/0/03/%E7%94%9C%E8%9C%9C%E6%B0%B4%E6%99%B6.png
428,5,熔岩巧克力蛋糕,熔岩巧克力蛋糕,12,0,0,500,2000,付与自身对〔神性〕25%的特攻状态＆NP已达30%的状态开始战斗,付与自身对〔神性〕30%的特攻状态＆NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/9/95/礼装428.jpg,https://fgo.wiki\images/f/f2/%E7%86%94%E5%B2%A9%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95.png
429,4,黑骑士君,黑骑士君,9,100,100,100,100,谜之女主角X〔Alter〕(Berserker)装备，且自身在场时，<br />为己方全体付与对〔Saber〕20%的特攻状态,,https://fgo.wiki\images/1/15/礼装429.jpg,https://fgo.wiki\images/6/64/%E9%BB%91%E9%AA%91%E5%A3%AB%E5%90%9B.png
430,4,高级和果子,高级和果子,3,0,0,0,0,两仪式(Saber)的情人节礼物,无效果,https://fgo.wiki\images/c/cf/礼装430.jpg,https://fgo.wiki\images/4/4f/%E9%AB%98%E7%BA%A7%E5%92%8C%E6%9E%9C%E5%AD%90.png
431,4,特制团子,特制团子,3,0,0,0,0,宫本武藏的情人节礼物,无效果,https://fgo.wiki\images/d/d4/礼装431.jpg,https://fgo.wiki\images/f/f3/%E7%89%B9%E5%88%B6%E5%9B%A2%E5%AD%90.png
432,4,你也是龙套装,你也是龙套装,3,0,0,0,0,齐格飞的情人节回礼,无效果,https://fgo.wiki\images/4/4e/礼装432.jpg,https://fgo.wiki\images/2/23/%E4%BD%A0%E4%B9%9F%E6%98%AF%E9%BE%99%E5%A5%97%E8%A3%85.png
433,4,与您共享小小的喜悦,与您共享小小的喜悦,3,0,0,0,0,骑士迪昂的情人节回礼,无效果,https://fgo.wiki\images/6/62/礼装433.jpg,https://fgo.wiki\images/2/2c/%E4%B8%8E%E6%82%A8%E5%85%B1%E4%BA%AB%E5%B0%8F%E5%B0%8F%E7%9A%84%E5%96%9C%E6%82%A6.png
434,4,香蕉（哈奴曼馈赠）,香蕉(哈奴曼馈赠),3,0,0,0,0,罗摩的情人节回礼,无效果,https://fgo.wiki\images/f/f2/礼装434.jpg,https://fgo.wiki\images/1/1a/%E9%A6%99%E8%95%89%28%E5%93%88%E5%A5%B4%E6%9B%BC%E9%A6%88%E8%B5%A0%29.png
435,4,何其高尚的希望之花啊,何其高尚的希望之花啊,3,0,0,0,0,兰斯洛特(Saber)的情人节回礼,无效果,https://fgo.wiki\images/8/8a/礼装435.jpg,https://fgo.wiki\images/8/83/%E4%BD%95%E5%85%B6%E9%AB%98%E5%B0%9A%E7%9A%84%E5%B8%8C%E6%9C%9B%E4%B9%8B%E8%8A%B1%E5%95%8A.png
436,4,肌肤之友,肌肤之友,3,0,0,0,0,高文的情人节回礼,无效果,https://fgo.wiki\images/7/71/礼装436.jpg,https://fgo.wiki\images/1/1b/%E8%82%8C%E8%82%A4%E4%B9%8B%E5%8F%8B.png
437,4,传说中的宝玉巧克力,传说中的宝玉巧克力,3,0,0,0,0,伊丽莎白·巴托里(勇者)的情人节礼物,无效果,https://fgo.wiki\images/6/66/礼装437.jpg,https://fgo.wiki\images/b/ba/%E4%BC%A0%E8%AF%B4%E4%B8%AD%E7%9A%84%E5%AE%9D%E7%8E%89%E5%B7%A7%E5%85%8B%E5%8A%9B.png
438,4,恺撒式晚宴,恺撒式晚宴,3,0,0,0,0,盖乌斯·尤利乌斯·恺撒的情人节回礼,无效果,https://fgo.wiki\images/8/88/礼装438.jpg,https://fgo.wiki\images/9/9b/%E6%81%BA%E6%92%92%E5%BC%8F%E6%99%9A%E5%AE%B4.png
439,4,贞德粉丝俱乐部套装,贞德粉丝俱乐部套装,3,0,0,0,0,吉尔·德·雷(Saber)的情人节回礼,无效果,https://fgo.wiki\images/6/6b/礼装439.jpg,https://fgo.wiki\images/0/0e/%E8%B4%9E%E5%BE%B7%E7%B2%89%E4%B8%9D%E4%BF%B1%E4%B9%90%E9%83%A8%E5%A5%97%E8%A3%85.png
440,4,我已经开了房,我已经开了房,3,0,0,0,0,弗格斯·马克·罗伊的情人节回礼,无效果,https://fgo.wiki\images/b/b7/礼装440.jpg,https://fgo.wiki\images/6/6f/%E6%88%91%E5%B7%B2%E7%BB%8F%E5%BC%80%E4%BA%86%E6%88%BF.png
441,4,银盒,银盒,3,0,0,0,0,贝德维尔的情人节回礼,无效果,https://fgo.wiki\images/f/f2/礼装441.jpg,https://fgo.wiki\images/1/1b/%E9%93%B6%E7%9B%92.png
442,4,青金石手链,青金石手链,3,0,0,0,0,吉尔伽美什的情人节回礼,无效果,https://fgo.wiki\images/d/df/礼装442.jpg,https://fgo.wiki\images/3/3f/%E9%9D%92%E9%87%91%E7%9F%B3%E6%89%8B%E9%93%BE.png
443,4,棍棒（烧烤味）,棍棒（烧烤味）,3,0,0,0,0,俄里翁（熊）的情人节回礼,无效果,https://fgo.wiki\images/1/1f/礼装443.jpg,https://fgo.wiki\images/0/03/%E6%A3%8D%E6%A3%92%EF%BC%88%E7%83%A7%E7%83%A4%E5%91%B3%EF%BC%89.png
444,4,交流式雷电曲奇,交流式雷电曲奇,3,0,0,0,0,尼古拉·特斯拉的情人节回礼,无效果,https://fgo.wiki\images/c/c2/礼装444.jpg,https://fgo.wiki\images/4/4f/%E4%BA%A4%E6%B5%81%E5%BC%8F%E9%9B%B7%E7%94%B5%E6%9B%B2%E5%A5%87.png
445,4,射向迦尔纳的一箭,射向迦尔纳的一箭,3,0,0,0,0,阿周那的情人节回礼,无效果,https://fgo.wiki\images/e/e7/礼装445.jpg,https://fgo.wiki\images/d/d9/%E5%B0%84%E5%90%91%E8%BF%A6%E5%B0%94%E7%BA%B3%E7%9A%84%E4%B8%80%E7%AE%AD.png
446,4,蔚蓝天空香草山峰,蔚蓝天空香草山峰,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Archer)的情人节礼物,无效果,https://fgo.wiki\images/0/01/礼装446.jpg,https://fgo.wiki\images/e/e5/%E8%94%9A%E8%93%9D%E5%A4%A9%E7%A9%BA%E9%A6%99%E8%8D%89%E5%B1%B1%E5%B3%B0.png
447,4,宝石切割之星,宝石切割之星,3,0,0,0,0,伊什塔尔的情人节礼物,无效果,https://fgo.wiki\images/7/76/礼装447.jpg,https://fgo.wiki\images/1/12/%E5%AE%9D%E7%9F%B3%E5%88%87%E5%89%B2%E4%B9%8B%E6%98%9F.png
448,4,从今往后派上用处家务套装,从今往后派上用处家务套装,3,0,0,0,0,卫宫的情人节回礼,无效果,https://fgo.wiki\images/3/3a/礼装448.jpg,https://fgo.wiki\images/f/ff/%E4%BB%8E%E4%BB%8A%E5%BE%80%E5%90%8E%E6%B4%BE%E4%B8%8A%E7%94%A8%E5%A4%84%E5%AE%B6%E5%8A%A1%E5%A5%97%E8%A3%85.png
449,4,～崔斯坦精选集～,～崔斯坦精选集～,3,0,0,0,0,崔斯坦的情人节回礼,无效果,https://fgo.wiki\images/f/f4/礼装449.jpg,https://fgo.wiki\images/2/2e/%EF%BD%9E%E5%B4%94%E6%96%AF%E5%9D%A6%E7%B2%BE%E9%80%89%E9%9B%86%EF%BD%9E.png
450,4,极为普通的巧克力（？）,极为普通的巧克力(？),3,0,0,0,0,安妮·伯妮＆玛莉·瑞德(Archer)的情人节礼物,无效果,https://fgo.wiki\images/b/b6/礼装450.jpg,https://fgo.wiki\images/1/19/%E6%9E%81%E4%B8%BA%E6%99%AE%E9%80%9A%E7%9A%84%E5%B7%A7%E5%85%8B%E5%8A%9B%28%EF%BC%9F%29.png
451,4,回礼请用亲吻,回礼请用亲吻,3,0,0,0,0,克洛伊·冯·爱因兹贝伦的情人节礼物,无效果,https://fgo.wiki\images/5/51/礼装451.jpg,https://fgo.wiki\images/0/03/%E5%9B%9E%E7%A4%BC%E8%AF%B7%E7%94%A8%E4%BA%B2%E5%90%BB.png
452,4,不知名的纪念银币,不知名的纪念银币,3,0,0,0,0,罗宾汉的情人节回礼,无效果,https://fgo.wiki\images/2/2d/礼装452.jpg,https://fgo.wiki\images/4/4e/%E4%B8%8D%E7%9F%A5%E5%90%8D%E7%9A%84%E7%BA%AA%E5%BF%B5%E9%93%B6%E5%B8%81.png
453,4,献给亚比煞的爱,献给亚比煞的爱,3,0,0,0,0,大卫的情人节回礼,无效果,https://fgo.wiki\images/6/68/礼装453.jpg,https://fgo.wiki\images/c/cf/%E7%8C%AE%E7%BB%99%E4%BA%9A%E6%AF%94%E7%85%9E%E7%9A%84%E7%88%B1.png
454,4,激动人心沙啪优待券,激动人心沙啪优待券,3,0,0,0,0,幼吉尔的情人节回礼,无效果,https://fgo.wiki\images/f/f2/礼装454.jpg,https://fgo.wiki\images/4/43/%E6%BF%80%E5%8A%A8%E4%BA%BA%E5%BF%83%E6%B2%99%E5%95%AA%E4%BC%98%E5%BE%85%E5%88%B8.png
455,4,银之子弹,银之子弹,3,0,0,0,0,比利小子的情人节回礼,无效果,https://fgo.wiki\images/0/00/礼装455.jpg,https://fgo.wiki\images/f/fd/%E9%93%B6%E4%B9%8B%E5%AD%90%E5%BC%B9.png
456,4,直到觅来究极美味,直到觅来究极美味,3,0,0,0,0,俵藤太的情人节回礼,无效果,https://fgo.wiki\images/6/69/礼装456.jpg,https://fgo.wiki\images/a/a0/%E7%9B%B4%E5%88%B0%E8%A7%85%E6%9D%A5%E7%A9%B6%E6%9E%81%E7%BE%8E%E5%91%B3.png
457,4,鹰嘴豆泥与…,鹰嘴豆泥与…,3,0,0,0,0,阿拉什的情人节回礼,无效果,https://fgo.wiki\images/a/a9/礼装457.jpg,https://fgo.wiki\images/1/1f/%E9%B9%B0%E5%98%B4%E8%B1%86%E6%B3%A5%E4%B8%8E%E2%80%A6.png
458,4,落日耳坠,落日耳坠,3,0,0,0,0,迦尔纳的情人节回礼,无效果,https://fgo.wiki\images/6/6c/礼装458.jpg,https://fgo.wiki\images/7/75/%E8%90%BD%E6%97%A5%E8%80%B3%E5%9D%A0.png
